ano;ubigeo;ytocoh;pobreza
2015;190103;366.7523482;Fuera de la pobreza
2015;190103;616.4166667;Fuera de la pobreza
2015;190103;2197.333333;Fuera de la pobreza
2015;190103;2197.333333;Fuera de la pobreza
2015;190103;2197.333333;Fuera de la pobreza
2015;190103;2197.333333;Fuera de la pobreza
2015;190104;1191.083333;Fuera de la pobreza
2015;190104;1191.083333;Fuera de la pobreza
2015;190104;9559.713107;Fuera de la pobreza
2015;190104;9559.713107;Fuera de la pobreza
2015;190104;9559.713107;Fuera de la pobreza
2015;190104;9559.713107;Fuera de la pobreza
2015;190104;9559.713107;Fuera de la pobreza
2015;190105;9559.713107;Fuera de la pobreza
2015;190105;9559.713107;Fuera de la pobreza
2015;190301;4122.015093;Fuera de la pobreza
2015;190301;4122.015093;Fuera de la pobreza
2015;190301;4122.015093;Fuera de la pobreza
2015;190306;4122.015093;Fuera de la pobreza
2015;190107;4122.015093;Fuera de la pobreza
2015;190107;1024.75;Pobreza extrema
2015;190107;1024.75;Pobreza extrema
2015;190107;1024.75;Pobreza extrema
2015;190107;1024.75;Pobreza extrema
2015;190301;5339.043063;Fuera de la pobreza
2015;190307;5339.043063;Fuera de la pobreza
2015;190307;5339.043063;Fuera de la pobreza
2015;190307;5339.043063;Pobreza extrema
2015;190307;2205.333333;Pobreza extrema
2015;190307;2205.333333;Pobreza extrema
2015;190307;2205.333333;Pobreza extrema
2015;190307;2195.5;Pobreza extrema
2015;190307;2195.5;Fuera de la pobreza
2015;190308;2195.5;Fuera de la pobreza
2015;190308;2195.5;Fuera de la pobreza
2015;190308;5339.583333;Fuera de la pobreza
2015;190308;5339.583333;Fuera de la pobreza
2015;200101;5339.583333;Fuera de la pobreza
2015;200101;4918.508128;Fuera de la pobreza
2015;200101;4918.508128;Fuera de la pobreza
2015;200101;4918.508128;Fuera de la pobreza
2015;200101;4918.508128;Fuera de la pobreza
2015;200101;4918.508128;Fuera de la pobreza
2015;200115;4918.508128;Fuera de la pobreza
2015;200101;4918.508128;Fuera de la pobreza
2015;200101;4805.666667;Fuera de la pobreza
2015;200101;4805.666667;Fuera de la pobreza
2015;200101;1259.604318;Fuera de la pobreza
2015;200101;1259.604318;Fuera de la pobreza
2015;200101;394.7575008;Fuera de la pobreza
2015;200101;394.7575008;Fuera de la pobreza
2015;200115;394.7575008;Fuera de la pobreza
2015;200115;394.7575008;Pobreza no extrema
2015;200115;394.7575008;Pobreza no extrema
2015;200115;1101.295722;Pobreza no extrema
2015;200115;1101.295722;Pobreza no extrema
2015;200101;718.7324232;Pobreza no extrema
2015;200101;718.7324232;Pobreza no extrema
2015;200101;718.7324232;Pobreza no extrema
2015;200101;694.5833333;Pobreza no extrema
2015;200101;694.5833333;Pobreza no extrema
2015;200101;694.5833333;Pobreza no extrema
2015;200101;3597.833333;Pobreza no extrema
2015;200101;3597.833333;Pobreza no extrema
2015;200101;3597.833333;Pobreza no extrema
2015;200101;3597.833333;Pobreza no extrema
2015;200101;3597.833333;Fuera de la pobreza
2015;200101;3597.833333;Fuera de la pobreza
2015;200101;952.8333333;Fuera de la pobreza
2015;200101;952.8333333;Fuera de la pobreza
2015;200104;952.8333333;Fuera de la pobreza
2015;200104;952.8333333;Fuera de la pobreza
2015;200104;4602.333333;Fuera de la pobreza
2015;200104;4602.333333;Fuera de la pobreza
2015;200104;4602.333333;Fuera de la pobreza
2015;200104;4602.333333;Fuera de la pobreza
2015;200104;1410.916667;Fuera de la pobreza
2015;200104;1410.916667;Fuera de la pobreza
2015;200104;2919.007211;Fuera de la pobreza
2015;200104;2919.007211;Fuera de la pobreza
2015;200104;2919.007211;Fuera de la pobreza
2015;200104;2919.007211;Fuera de la pobreza
2015;200104;2919.007211;Fuera de la pobreza
2015;200104;110.0833333;Fuera de la pobreza
2015;200104;1797.916667;Fuera de la pobreza
2015;200104;1797.916667;Fuera de la pobreza
2015;200104;1797.916667;Fuera de la pobreza
2015;200104;1797.916667;Fuera de la pobreza
2015;200104;1797.916667;Fuera de la pobreza
2015;200104;2102.166667;Fuera de la pobreza
2015;200104;2102.166667;Fuera de la pobreza
2015;200701;2102.166667;Fuera de la pobreza
2015;200701;2102.166667;Fuera de la pobreza
2015;200701;2102.166667;Fuera de la pobreza
2015;200701;2102.166667;Fuera de la pobreza
2015;200701;2102.166667;Fuera de la pobreza
2015;200501;4683.666667;Fuera de la pobreza
2015;200501;4683.666667;Fuera de la pobreza
2015;200501;4683.666667;Fuera de la pobreza
2015;200501;4683.666667;Fuera de la pobreza
2015;200501;1016.305358;Fuera de la pobreza
2015;200501;1016.305358;Fuera de la pobreza
2015;200501;3935.275391;Fuera de la pobreza
2015;200501;3935.275391;Fuera de la pobreza
2015;200501;3935.275391;Fuera de la pobreza
2015;200501;3935.275391;Pobreza extrema
2015;200501;2284.083333;Pobreza extrema
2015;200501;2284.083333;Pobreza extrema
2015;200501;2284.083333;Pobreza extrema
2015;200501;2284.083333;Pobreza extrema
2015;200504;2284.083333;Fuera de la pobreza
2015;200504;4224.083333;Fuera de la pobreza
2015;200504;4224.083333;Fuera de la pobreza
2015;200504;4224.083333;Fuera de la pobreza
2015;200504;4224.083333;Fuera de la pobreza
2015;200504;3063.224868;Fuera de la pobreza
2015;200504;3063.224868;Fuera de la pobreza
2015;200504;3063.224868;Fuera de la pobreza
2015;200504;3063.224868;Fuera de la pobreza
2015;200504;3063.224868;Fuera de la pobreza
2015;200504;77.16666667;Fuera de la pobreza
2015;200504;440.4981825;Fuera de la pobreza
2015;200602;1840.5;Fuera de la pobreza
2015;200602;1840.5;Fuera de la pobreza
2015;200602;5517.834348;Fuera de la pobreza
2015;200602;5517.834348;Fuera de la pobreza
2015;200601;5517.834348;Fuera de la pobreza
2015;200601;5517.834348;Fuera de la pobreza
2015;200607;5517.834348;Fuera de la pobreza
2015;200607;5517.834348;Fuera de la pobreza
2015;200607;5517.834348;Fuera de la pobreza
2015;200607;1220.154086;Fuera de la pobreza
2015;200607;1220.154086;Fuera de la pobreza
2015;200607;1220.154086;Fuera de la pobreza
2015;200607;1220.154086;Pobreza no extrema
2015;200607;1220.154086;Pobreza no extrema
2015;200607;1220.154086;Pobreza no extrema
2015;200607;188.3684094;Pobreza no extrema
2015;200607;188.3684094;Pobreza no extrema
2015;200607;188.3684094;Pobreza no extrema
2015;200605;188.3684094;Pobreza no extrema
2015;200605;188.3684094;Pobreza no extrema
2015;200605;188.3684094;Pobreza no extrema
2015;200605;1398.562475;Pobreza no extrema
2015;200605;1398.562475;Pobreza no extrema
2015;200105;1398.562475;Fuera de la pobreza
2015;200105;1398.562475;Fuera de la pobreza
2015;200105;1398.562475;Fuera de la pobreza
2015;200105;444.7658453;Fuera de la pobreza
2015;200105;444.7658453;Pobreza no extrema
2015;200301;444.7658453;Pobreza no extrema
2015;200301;444.7658453;Pobreza no extrema
2015;200301;582.1091046;Pobreza no extrema
2015;200301;582.1091046;Pobreza no extrema
2015;200401;582.1091046;Fuera de la pobreza
2015;200401;582.1091046;Fuera de la pobreza
2015;200401;582.1091046;Fuera de la pobreza
2015;200401;582.1091046;Fuera de la pobreza
2015;200401;582.1091046;Fuera de la pobreza
2015;200401;2373.963296;Fuera de la pobreza
2015;200401;2373.963296;Fuera de la pobreza
2015;200402;2373.963296;Fuera de la pobreza
2015;200801;2373.963296;Fuera de la pobreza
2015;200801;2373.963296;Fuera de la pobreza
2015;200801;2373.963296;Fuera de la pobreza
2015;200804;2373.963296;Fuera de la pobreza
2015;200804;397.5664363;Fuera de la pobreza
2015;200804;4287.257605;Fuera de la pobreza
2015;200804;4287.257605;Fuera de la pobreza
2015;200804;4287.257605;Fuera de la pobreza
2015;200804;4287.257605;Fuera de la pobreza
2015;200804;1698.427137;Fuera de la pobreza
2015;200804;1698.427137;Fuera de la pobreza
2015;200804;1698.427137;Fuera de la pobreza
2015;200804;1698.427137;Fuera de la pobreza
2015;200101;1698.427137;Fuera de la pobreza
2015;200101;1698.427137;Fuera de la pobreza
2015;200101;1698.427137;Fuera de la pobreza
2015;200101;286.7977641;Fuera de la pobreza
2015;200101;286.7977641;Fuera de la pobreza
2015;200101;286.7977641;Fuera de la pobreza
2015;200114;493.3455281;Fuera de la pobreza
2015;200114;493.3455281;Fuera de la pobreza
2015;200114;493.3455281;Fuera de la pobreza
2015;200114;493.3455281;Fuera de la pobreza
2015;200114;493.3455281;Fuera de la pobreza
2015;200305;2408.797764;Pobreza extrema
2015;200305;2408.797764;Pobreza extrema
2015;200308;2408.797764;Pobreza extrema
2015;200308;2408.797764;Pobreza extrema
2015;200308;2408.797764;Pobreza extrema
2015;200304;2408.797764;Pobreza no extrema
2015;200304;1926.916667;Pobreza no extrema
2015;200304;1926.916667;Pobreza no extrema
2015;210101;1926.916667;Pobreza extrema
2015;210101;1926.916667;Pobreza extrema
2015;210101;202.9373038;Pobreza extrema
2015;210101;202.9373038;Pobreza extrema
2015;210101;1120.980769;Pobreza extrema
2015;210101;1120.980769;Pobreza extrema
2015;210101;1120.980769;Fuera de la pobreza
2015;210101;1120.980769;Fuera de la pobreza
2015;210101;538.7706372;Fuera de la pobreza
2015;210101;538.7706372;Fuera de la pobreza
2015;210101;538.7706372;Fuera de la pobreza
2015;210101;538.7706372;Fuera de la pobreza
2015;210101;538.7706372;Fuera de la pobreza
2015;210101;1520.526452;Fuera de la pobreza
2015;210101;1520.526452;Fuera de la pobreza
2015;210101;1520.526452;Fuera de la pobreza
2015;210101;1520.526452;Fuera de la pobreza
2015;211002;1441.020637;Fuera de la pobreza
2015;211002;1441.020637;Fuera de la pobreza
2015;211002;1441.020637;Fuera de la pobreza
2015;211002;1441.020637;Fuera de la pobreza
2015;210201;145.2364357;Fuera de la pobreza
2015;210201;719.0808899;Fuera de la pobreza
2015;210201;426.0650727;Fuera de la pobreza
2015;210201;426.0650727;Fuera de la pobreza
2015;210201;426.0650727;Fuera de la pobreza
2015;210201;537.0375675;Fuera de la pobreza
2015;211101;537.0375675;Fuera de la pobreza
2015;211101;1532.511291;Fuera de la pobreza
2015;211101;1532.511291;Fuera de la pobreza
2015;211101;1532.511291;Fuera de la pobreza
2015;211101;1532.511291;Fuera de la pobreza
2015;211101;1580.826569;Fuera de la pobreza
2015;211101;1580.826569;Pobreza no extrema
2015;211101;1580.826569;Pobreza no extrema
2015;211101;1580.826569;Pobreza no extrema
2015;211101;1580.826569;Pobreza no extrema
2015;211101;1872.479372;Pobreza no extrema
2015;211101;1872.479372;Fuera de la pobreza
2015;211101;1872.479372;Fuera de la pobreza
2015;211101;1872.479372;Fuera de la pobreza
2015;211101;1872.479372;Fuera de la pobreza
2015;211101;1872.479372;Fuera de la pobreza
2015;211101;1872.479372;Fuera de la pobreza
2015;211101;1872.479372;Fuera de la pobreza
2015;210310;1289.714431;Pobreza extrema
2015;210310;1289.714431;Pobreza extrema
2015;210310;1289.714431;Pobreza extrema
2015;210310;1289.714431;Pobreza extrema
2015;210310;1289.714431;Pobreza extrema
2015;211209;278.9166667;Fuera de la pobreza
2015;211209;278.9166667;Fuera de la pobreza
2015;211004;279.3513718;Pobreza no extrema
2015;211004;327.5256434;Pobreza no extrema
2015;211004;488.757605;Pobreza no extrema
2015;211004;488.757605;Pobreza no extrema
2015;211004;552.3423101;Pobreza no extrema
2015;211004;552.3423101;Pobreza no extrema
2015;210215;384.3513718;Fuera de la pobreza
2015;210210;384.3513718;Pobreza extrema
2015;210210;480.8589768;Pobreza extrema
2015;210210;480.8589768;Pobreza extrema
2015;211101;480.8589768;Pobreza no extrema
2015;211101;582.0563711;Pobreza no extrema
2015;211101;582.0563711;Pobreza no extrema
2015;210605;582.0563711;Pobreza no extrema
2015;210605;582.0563711;Pobreza no extrema
2015;210901;582.0563711;Fuera de la pobreza
2015;210901;2046.346667;Fuera de la pobreza
2015;210901;2046.346667;Fuera de la pobreza
2015;210901;2046.346667;Fuera de la pobreza
2015;210403;338.371078;Pobreza extrema
2015;210403;338.371078;Pobreza extrema
2015;210403;587.7991903;Pobreza extrema
2015;210403;351.1441733;Pobreza extrema
2015;210403;351.1441733;Pobreza extrema
2015;220101;800.20628;Fuera de la pobreza
2015;220101;800.20628;Fuera de la pobreza
2015;220101;893.5158453;Fuera de la pobreza
2015;220101;893.5158453;Fuera de la pobreza
2015;220101;893.5158453;Fuera de la pobreza
2015;220101;195.1666667;Fuera de la pobreza
2015;220101;195.1666667;Fuera de la pobreza
2015;220101;632.0029096;Fuera de la pobreza
2015;220101;632.0029096;Pobreza extrema
2015;220101;1360.882895;Pobreza extrema
2015;220101;1360.882895;Pobreza no extrema
2015;220101;2711.416667;Pobreza no extrema
2015;220101;2711.416667;Pobreza no extrema
2015;220101;2711.416667;Pobreza no extrema
2015;220101;886.3770153;Fuera de la pobreza
2015;220101;886.3770153;Fuera de la pobreza
2015;220101;886.3770153;Fuera de la pobreza
2015;220101;886.3770153;Fuera de la pobreza
2015;220101;2159.508862;Fuera de la pobreza
2015;220101;2159.508862;Fuera de la pobreza
2015;220101;2159.508862;Fuera de la pobreza
2015;220101;2159.508862;Fuera de la pobreza
2015;220101;565.5833333;Fuera de la pobreza
2015;220804;565.5833333;Pobreza extrema
2015;220804;565.5833333;Pobreza extrema
2015;220804;565.5833333;Pobreza extrema
2015;220804;565.5833333;Pobreza extrema
2015;220804;309.2599596;Pobreza extrema
2015;220804;258.5546683;Pobreza extrema
2015;220803;2411.906754;Fuera de la pobreza
2015;220803;2411.906754;Fuera de la pobreza
2015;220303;2411.906754;Fuera de la pobreza
2015;220303;450.7532794;Fuera de la pobreza
2015;220303;450.7532794;Fuera de la pobreza
2015;220805;321.2009395;Pobreza no extrema
2015;220805;403.0126262;Pobreza no extrema
2015;220807;3365.337907;Pobreza no extrema
2015;220807;3365.337907;Pobreza no extrema
2015;220807;3365.337907;Pobreza no extrema
2015;220804;3365.337907;Pobreza extrema
2015;220804;1232.30423;Pobreza extrema
2015;220801;1232.30423;Fuera de la pobreza
2015;220801;1232.30423;Fuera de la pobreza
2015;220801;1232.30423;Fuera de la pobreza
2015;220801;378.1847857;Fuera de la pobreza
2015;220106;378.1847857;Fuera de la pobreza
2015;220106;378.1847857;Fuera de la pobreza
2015;220106;378.1847857;Fuera de la pobreza
2015;220104;378.1847857;Pobreza extrema
2015;220104;378.1847857;Pobreza extrema
2015;220104;378.1847857;Pobreza extrema
2015;220104;306.1471446;Pobreza extrema
2015;220104;3175.074649;Pobreza extrema
2015;220104;3175.074649;Pobreza extrema
2015;220104;3175.074649;Pobreza extrema
2015;220502;3175.074649;Pobreza extrema
2015;220502;3175.074649;Pobreza extrema
2015;220502;221.9941334;Pobreza extrema
2015;220502;2462.666911;Pobreza extrema
2015;220504;2462.666911;Pobreza no extrema
2015;220504;2462.666911;Pobreza no extrema
2015;220504;2462.666911;Pobreza no extrema
2015;220504;2462.666911;Pobreza no extrema
2015;220504;2462.666911;Pobreza no extrema
2015;220504;2244.916667;Pobreza no extrema
2015;220504;2244.916667;Pobreza extrema
2015;220504;2244.916667;Pobreza extrema
2015;220504;2244.916667;Pobreza extrema
2015;220504;2244.916667;Pobreza extrema
2015;220504;2244.916667;Pobreza extrema
2015;220504;2244.916667;Pobreza extrema
2015;220510;2244.916667;Pobreza extrema
2015;220510;598.4913156;Pobreza extrema
2015;220510;598.4913156;Pobreza extrema
2015;220510;598.4913156;Pobreza extrema
2015;220510;598.4913156;Pobreza no extrema
2015;220510;598.4913156;Pobreza no extrema
2015;220510;904.3387609;Pobreza no extrema
2015;220510;904.3387609;Pobreza no extrema
2015;220507;904.3387609;Pobreza extrema
2015;220507;355.8333333;Pobreza extrema
2015;220507;355.8333333;Pobreza extrema
2015;220507;6051.75;Pobreza extrema
2015;220303;6051.75;Fuera de la pobreza
2015;220303;1982.583333;Fuera de la pobreza
2015;220303;1982.583333;Fuera de la pobreza
2015;220303;1982.583333;Fuera de la pobreza
2015;220301;1982.583333;Fuera de la pobreza
2015;220301;1982.583333;Fuera de la pobreza
2015;220910;1362.155742;Fuera de la pobreza
2015;220910;1362.155742;Fuera de la pobreza
2015;220910;584.9166667;Fuera de la pobreza
2015;220910;1644.880263;Fuera de la pobreza
2015;220910;1644.880263;Fuera de la pobreza
2015;220910;1644.880263;Fuera de la pobreza
2015;220910;1644.880263;Fuera de la pobreza
2015;220910;1644.880263;Fuera de la pobreza
2015;220910;980.3554796;Fuera de la pobreza
2015;220910;980.3554796;Fuera de la pobreza
2015;220910;1452.333333;Fuera de la pobreza
2015;220901;1452.333333;Fuera de la pobreza
2015;220901;1452.333333;Fuera de la pobreza
2015;220901;1848.004221;Fuera de la pobreza
2015;220901;1848.004221;Fuera de la pobreza
2015;220901;1848.004221;Fuera de la pobreza
2015;220901;1848.004221;Fuera de la pobreza
2015;220901;1848.004221;Fuera de la pobreza
2015;220901;1730.920888;Fuera de la pobreza
2015;220901;1730.920888;Fuera de la pobreza
2015;220901;1730.920888;Fuera de la pobreza
2015;220901;1730.920888;Fuera de la pobreza
2015;220901;1730.920888;Fuera de la pobreza
2015;220901;7865.416667;Fuera de la pobreza
2015;220901;7865.416667;Fuera de la pobreza
2015;220901;7865.416667;Fuera de la pobreza
2015;220901;1018.75;Fuera de la pobreza
2015;220901;1018.75;Fuera de la pobreza
2015;220901;1018.75;Fuera de la pobreza
2015;220901;1018.75;Fuera de la pobreza
2015;220901;3361.535049;Fuera de la pobreza
2015;220901;3361.535049;Fuera de la pobreza
2015;220901;1586.166667;Fuera de la pobreza
2015;220901;1586.166667;Fuera de la pobreza
2015;220901;1586.166667;Fuera de la pobreza
2015;220901;1586.166667;Fuera de la pobreza
2015;220901;2026.583333;Fuera de la pobreza
2015;220901;2026.583333;Fuera de la pobreza
2015;220909;448;Fuera de la pobreza
2015;220909;448;Fuera de la pobreza
2015;220909;448;Fuera de la pobreza
2015;220909;1880.333333;Fuera de la pobreza
2015;220909;1880.333333;Fuera de la pobreza
2015;220909;1880.333333;Fuera de la pobreza
2015;220909;1880.333333;Fuera de la pobreza
2015;220909;1880.333333;Fuera de la pobreza
2015;220909;1083.43208;Pobreza no extrema
2015;220909;1083.43208;Pobreza no extrema
2015;220909;307.5719113;Pobreza no extrema
2015;220909;307.5719113;Pobreza no extrema
2015;220601;307.5719113;Pobreza no extrema
2015;220601;644.3066919;Pobreza no extrema
2015;220601;504.0833333;Pobreza no extrema
2015;221005;4174.333333;Fuera de la pobreza
2015;221005;4174.333333;Fuera de la pobreza
2015;221005;4174.333333;Fuera de la pobreza
2015;221005;4057.316286;Fuera de la pobreza
2015;220201;4057.316286;Pobreza no extrema
2015;220201;4057.316286;Pobreza no extrema
2015;220201;4057.316286;Pobreza no extrema
2015;220201;942.3880453;Pobreza no extrema
2015;220709;942.3880453;Fuera de la pobreza
2015;220709;942.3880453;Fuera de la pobreza
2015;220709;942.3880453;Fuera de la pobreza
2015;220709;6868.333333;Fuera de la pobreza
2015;220709;6868.333333;Fuera de la pobreza
2015;220709;6868.333333;Fuera de la pobreza
2015;220709;6868.333333;Fuera de la pobreza
2015;220708;1120.25;Pobreza no extrema
2015;220708;1120.25;Pobreza no extrema
2015;220708;1120.25;Pobreza no extrema
2015;220708;1120.25;Pobreza no extrema
2015;220708;1120.25;Pobreza no extrema
2015;220708;1120.25;Pobreza no extrema
2015;220708;6276.583333;Fuera de la pobreza
2015;220708;6276.583333;Fuera de la pobreza
2015;220708;6276.583333;Fuera de la pobreza
2015;220708;716.4166667;Fuera de la pobreza
2015;220708;716.4166667;Fuera de la pobreza
2015;220708;5208.25;Fuera de la pobreza
2015;220707;1552.376144;Pobreza extrema
2015;220707;1552.376144;Pobreza extrema
2015;220707;1678.739076;Pobreza extrema
2015;220707;1678.739076;Pobreza extrema
2015;220707;1678.739076;Pobreza extrema
2015;220908;1678.739076;Fuera de la pobreza
2015;220908;1678.739076;Fuera de la pobreza
2015;220908;1644.15883;Fuera de la pobreza
2015;220908;1644.15883;Fuera de la pobreza
2015;220908;1644.15883;Fuera de la pobreza
2015;220908;834.5833333;Fuera de la pobreza
2015;220604;834.5833333;Pobreza extrema
2015;220604;834.5833333;Pobreza extrema
2015;220604;2677.5;Pobreza extrema
2015;220604;2677.5;Pobreza extrema
2015;220604;2677.5;Pobreza extrema
2015;220604;2677.5;Pobreza extrema
2015;220604;527;Pobreza no extrema
2015;220604;527;Pobreza no extrema
2015;220602;527;Fuera de la pobreza
2015;220602;527;Fuera de la pobreza
2015;220602;527;Fuera de la pobreza
2015;220602;107.9166667;Fuera de la pobreza
2015;220602;1159.31081;Pobreza no extrema
2015;221003;1159.31081;Pobreza no extrema
2015;221002;1159.31081;Fuera de la pobreza
2015;221002;1159.31081;Fuera de la pobreza
2015;221002;1266.333333;Fuera de la pobreza
2015;221002;1266.333333;Fuera de la pobreza
2015;220702;1266.333333;Fuera de la pobreza
2015;220702;1266.333333;Fuera de la pobreza
2015;220702;1266.333333;Fuera de la pobreza
2015;220702;1266.333333;Fuera de la pobreza
2015;220912;3813.5;Fuera de la pobreza
2015;220912;3813.5;Fuera de la pobreza
2015;220912;3813.5;Fuera de la pobreza
2015;220912;2817.083333;Fuera de la pobreza
2015;220912;2817.083333;Fuera de la pobreza
2015;220910;2817.083333;Fuera de la pobreza
2015;220908;2817.083333;Pobreza no extrema
2015;220908;2227.083333;Pobreza no extrema
2015;220906;2227.083333;Fuera de la pobreza
2015;220906;4174.5;Fuera de la pobreza
2015;230102;4174.5;Fuera de la pobreza
2015;230102;4174.5;Fuera de la pobreza
2015;230102;4174.5;Fuera de la pobreza
2015;230102;4174.5;Fuera de la pobreza
2015;230102;523.75;Fuera de la pobreza
2015;230102;523.75;Fuera de la pobreza
2015;230102;523.75;Fuera de la pobreza
2015;230102;523.75;Fuera de la pobreza
2015;230102;523.75;Fuera de la pobreza
2015;230102;993.2946638;Fuera de la pobreza
2015;230102;993.2946638;Fuera de la pobreza
2015;230102;993.2946638;Fuera de la pobreza
2015;230102;993.2946638;Fuera de la pobreza
2015;230102;182.6183297;Pobreza extrema
2015;230102;1436.75;Pobreza extrema
2015;230102;1436.75;Pobreza extrema
2015;230102;1436.75;Pobreza extrema
2015;230102;5664.833333;Pobreza extrema
2015;230101;5664.833333;Fuera de la pobreza
2015;230101;5664.833333;Fuera de la pobreza
2015;230101;5664.833333;Fuera de la pobreza
2015;230101;1248.332748;Fuera de la pobreza
2015;230101;1248.332748;Fuera de la pobreza
2015;230101;1248.332748;Fuera de la pobreza
2015;230101;1248.332748;Fuera de la pobreza
2015;230101;1407.628433;Fuera de la pobreza
2015;230101;1407.628433;Fuera de la pobreza
2015;230101;2060.58775;Fuera de la pobreza
2015;230101;2060.58775;Fuera de la pobreza
2015;230101;2060.58775;Fuera de la pobreza
2015;230101;516.6211766;Fuera de la pobreza
2015;230101;1105.727589;Fuera de la pobreza
2015;230101;1105.727589;Fuera de la pobreza
2015;230101;497.9699964;Fuera de la pobreza
2015;230101;497.9699964;Fuera de la pobreza
2015;230101;705.75;Fuera de la pobreza
2015;230101;978;Fuera de la pobreza
2015;230101;978;Fuera de la pobreza
2015;230101;978;Fuera de la pobreza
2015;230101;2305.083333;Fuera de la pobreza
2015;230101;3518.25;Fuera de la pobreza
2015;230101;3518.25;Fuera de la pobreza
2015;230101;3518.25;Fuera de la pobreza
2015;230101;3518.25;Fuera de la pobreza
2015;230101;384.5833333;Fuera de la pobreza
2015;230101;384.5833333;Fuera de la pobreza
2015;230101;384.5833333;Fuera de la pobreza
2015;230110;384.5833333;Fuera de la pobreza
2015;230110;1608.923578;Fuera de la pobreza
2015;230110;1608.923578;Fuera de la pobreza
2015;230110;1608.923578;Fuera de la pobreza
2015;230110;1608.923578;Pobreza no extrema
2015;230110;1608.923578;Pobreza no extrema
2015;230110;2031.6997;Pobreza no extrema
2015;230110;2031.6997;Pobreza no extrema
2015;230110;2031.6997;Pobreza no extrema
2015;230110;2031.6997;Pobreza no extrema
2015;230110;2031.6997;Fuera de la pobreza
2015;230110;2031.6997;Fuera de la pobreza
2015;230110;3064.467325;Fuera de la pobreza
2015;230110;3064.467325;Fuera de la pobreza
2015;230110;3064.467325;Fuera de la pobreza
2015;230110;3064.467325;Fuera de la pobreza
2015;230110;3064.467325;Fuera de la pobreza
2015;230110;3064.467325;Fuera de la pobreza
2015;230110;3064.467325;Fuera de la pobreza
2015;230110;954.6666667;Fuera de la pobreza
2015;230110;954.6666667;Fuera de la pobreza
2015;230110;954.6666667;Fuera de la pobreza
2015;230110;3289.583333;Fuera de la pobreza
2015;230110;3289.583333;Fuera de la pobreza
2015;230110;3289.583333;Fuera de la pobreza
2015;230110;3289.583333;Fuera de la pobreza
2015;230110;3289.583333;Fuera de la pobreza
2015;230110;4202.5;Fuera de la pobreza
2015;230110;4202.5;Fuera de la pobreza
2015;230110;4202.5;Fuera de la pobreza
2015;230110;4202.5;Fuera de la pobreza
2015;230110;1767.833333;Fuera de la pobreza
2015;230110;1767.833333;Fuera de la pobreza
2015;230110;1767.833333;Fuera de la pobreza
2015;230302;1767.833333;Fuera de la pobreza
2015;230302;1060.666667;Fuera de la pobreza
2015;230302;1060.666667;Fuera de la pobreza
2015;230302;1060.666667;Fuera de la pobreza
2015;230302;1060.666667;Fuera de la pobreza
2015;230302;1755.5;Fuera de la pobreza
2015;230302;1755.5;Fuera de la pobreza
2015;230302;1755.5;Fuera de la pobreza
2015;230302;938.75;Fuera de la pobreza
2015;230302;938.75;Fuera de la pobreza
2015;230401;1446.828558;Fuera de la pobreza
2015;230401;1446.828558;Fuera de la pobreza
2015;230401;1446.828558;Fuera de la pobreza
2015;230201;1446.828558;Fuera de la pobreza
2015;230201;1446.828558;Fuera de la pobreza
2015;230201;2177.690814;Fuera de la pobreza
2015;230201;2177.690814;Fuera de la pobreza
2015;230408;2177.690814;Fuera de la pobreza
2015;230408;2177.690814;Fuera de la pobreza
2015;230408;2177.690814;Fuera de la pobreza
2015;230408;2177.690814;Fuera de la pobreza
2015;230105;770.0574672;Fuera de la pobreza
2015;230107;770.0574672;Fuera de la pobreza
2015;230107;770.0574672;Fuera de la pobreza
2015;230107;770.0574672;Fuera de la pobreza
2015;230107;861.0833333;Fuera de la pobreza
2015;230104;861.0833333;Fuera de la pobreza
2015;230104;861.0833333;Fuera de la pobreza
2015;230104;861.0833333;Fuera de la pobreza
2015;230104;861.0833333;Fuera de la pobreza
2015;230104;861.0833333;Fuera de la pobreza
2015;230104;133.6970716;Fuera de la pobreza
2015;230108;859.3637383;Fuera de la pobreza
2015;230108;859.3637383;Fuera de la pobreza
2015;230108;859.3637383;Fuera de la pobreza
2015;230108;859.3637383;Fuera de la pobreza
2015;230108;859.3637383;Fuera de la pobreza
2015;230101;731.5432925;Fuera de la pobreza
2015;240101;731.5432925;Fuera de la pobreza
2015;240101;731.5432925;Fuera de la pobreza
2015;240101;731.5432925;Fuera de la pobreza
2015;240101;731.5432925;Fuera de la pobreza
2015;240101;1038.876626;Fuera de la pobreza
2015;240101;1038.876626;Fuera de la pobreza
2015;240101;1038.876626;Pobreza no extrema
2015;240101;1038.876626;Pobreza no extrema
2015;240101;1038.876626;Pobreza no extrema
2015;240101;1038.876626;Pobreza no extrema
2015;240101;293.5833333;Pobreza no extrema
2015;240101;293.5833333;Pobreza no extrema
2015;240101;293.5833333;Pobreza no extrema
2015;240101;1526.805741;Fuera de la pobreza
2015;240101;1526.805741;Fuera de la pobreza
2015;240101;1526.805741;Fuera de la pobreza
2015;240101;1526.805741;Fuera de la pobreza
2015;240101;1526.805741;Fuera de la pobreza
2015;240101;1526.805741;Fuera de la pobreza
2015;240101;1526.805741;Fuera de la pobreza
2015;240101;1526.805741;Fuera de la pobreza
2015;240101;1526.805741;Fuera de la pobreza
2015;240101;374.762449;Fuera de la pobreza
2015;240101;374.762449;Fuera de la pobreza
